广东频道,#genre#
CCTV-6,http://27.10.76.34:8008/rtp/225.0.4.144:7980
CCTV-6,http://60.189.43.82:9999/rtp/233.50.201.198:5140
CCTV-6,http://60.189.43.82:9999/rtp/233.50.201.18:5140
CCTV-6,http://27.10.76.34:8004/rtp/225.0.4.144:7980
CCTV-6,http://27.11.49.234:8003/rtp/225.0.4.144:7980
CCTV-6,http://27.11.49.234:8002/rtp/225.0.4.144:7980
CCTV-6,http://125.37.160.173:4022/rtp/225.1.1.195:5002
CCTV-6,http://124.129.78.38:3333/rtp/239.253.254.193:8000
CCTV-6,http://60.27.20.30:5555/rtp/225.1.1.195:5002
CCTV-6,http://118.81.141.10:8004/rtp/226.0.2.210:9592
CCTV-6,http://118.81.141.10:8004/rtp/226.0.2.23:8096
CCTV-7,http://118.81.141.11:8004/rtp/226.0.2.159:9184
CCTV-7,http://118.81.141.11:8004/rtp/226.0.2.24:8104
CCTV-7,http://27.10.134.196:8001/rtp/225.0.4.127:7980
CCTV-7,http://27.11.59.255:8010/rtp/225.0.4.127:7980
CCTV-7,http://27.10.76.34:8008/rtp/225.0.4.127:7980
CCTV-7,http://60.189.43.82:9999/rtp/233.50.201.120:5140
CCTV-7,http://60.189.43.82:9999/rtp/233.50.201.7:5140
CCTV-7,http://27.10.76.34:8004/rtp/225.0.4.127:7980
CCTV-7,http://27.11.49.234:8003/rtp/225.0.4.127:7980
CCTV-7,http://27.11.49.234:8002/rtp/225.0.4.127:7980
CCTV-7,http://125.37.160.173:4022/rtp/225.1.1.138:5002
CCTV-7,http://124.129.78.38:3333/rtp/239.253.254.233:8000
CCTV-7,http://60.27.20.30:5555/rtp/225.1.1.138:5002
CCTV-7,http://118.81.141.10:8004/rtp/226.0.2.159:9184
CCTV-7,http://118.81.141.10:8004/rtp/226.0.2.24:8104
CCTV-8,http://118.81.141.11:8004/rtp/226.0.2.211:9600
CCTV-8,http://118.81.141.11:8004/rtp/226.0.2.25:8112
CCTV-8,http://27.10.134.196:8001/rtp/225.0.4.137:7980
CCTV-8,http://27.11.59.255:8010/rtp/225.0.4.137:7980
CCTV-8,http://27.10.76.34:8008/rtp/225.0.4.137:7980
CCTV-8,http://60.189.43.82:9999/rtp/233.50.201.199:5140
CCTV-8,http://60.189.43.82:9999/rtp/233.50.201.19:5140
CCTV-8,http://27.10.76.34:8004/rtp/225.0.4.137:7980
CCTV-8,http://27.11.49.234:8003/rtp/225.0.4.137:7980
CCTV-8,http://27.11.49.234:8002/rtp/225.0.4.137:7980
CCTV-8,http://125.37.160.173:4022/rtp/225.1.1.196:5002
CCTV-8,http://124.129.78.38:3333/rtp/239.253.254.194:8000
CCTV-8,http://60.27.20.30:5555/rtp/225.1.1.196:5002
CCTV-8,http://118.81.141.10:8004/rtp/226.0.2.211:9600
CCTV-8,http://118.81.141.10:8004/rtp/226.0.2.25:8112
CCTV-9,http://118.81.141.11:8004/rtp/226.0.2.161:9200
CCTV-9,http://118.81.141.11:8004/rtp/226.0.2.26:8120
CCTV-9,http://27.10.134.196:8001/rtp/225.0.4.131:7980
CCTV-9,http://27.11.59.255:8010/rtp/225.0.4.131:7980
CCTV-9,http://27.10.76.34:8008/rtp/225.0.4.131:7980
CCTV-9,http://60.189.43.82:9999/rtp/233.50.201.121:5140
CCTV-9,http://27.10.76.34:8004/rtp/225.0.4.131:7980
CCTV-9,http://27.11.49.234:8003/rtp/225.0.4.131:7980
CCTV-9,http://27.11.49.234:8002/rtp/225.0.4.131:7980
CCTV-9,http://125.37.160.173:4022/rtp/225.1.1.119:5002
CCTV-9,http://124.129.78.38:3333/rtp/239.253.254.79:8000
CCTV-9,http://60.27.20.30:5555/rtp/225.1.1.119:5002
CCTV-9,http://118.81.141.10:8004/rtp/226.0.2.161:9200
CCTV-9,http://118.81.141.10:8004/rtp/226.0.2.26:8120
CCTV-9,http://211.158.152.104:8009/rtp/225.0.4.131:7980
CCTV-10,http://118.81.141.11:8004/rtp/226.0.2.162:9208
CCTV-10,http://118.81.141.11:8004/rtp/226.0.2.27:8128
CCTV-10,http://27.10.134.196:8001/rtp/225.0.4.130:7980
CCTV-10,http://27.11.59.255:8010/rtp/225.0.4.130:7980
CCTV-10,http://27.10.76.34:8008/rtp/225.0.4.130:7980
CCTV-10,http://60.189.43.82:9999/rtp/233.50.201.122:5140
CCTV-10,http://60.189.43.82:9999/rtp/233.50.201.10:5140
CCTV-10,http://27.10.76.34:8004/rtp/225.0.4.130:7980
